id,画像名,物件名,車番,地域名,分類番号,ひらがな,入出庫日,カテゴリ,幅,高さ,左上x座標,左上y座標,右下x座標,右下y座標
165520,30169_20190811154934.jpg,イオン相模原ショッピングセンター,*112,多摩,301,ろ,2019/8/11 15:49,2-1_all_corrected,74,53,335,173,409,226
166146,30169_20190811201510.jpg,イオン相模原ショッピングセンター,9430,相模,580,ね,2019/8/11 20:14,2-1_all_corrected,88,68,374,315,462,383
164872,30078_20190811103642.jpg,イオンスタイル仙台卸町店,2495,仙台,500,ね,2019/8/11 10:36,2-1_all_corrected,68,54,179,96,247,150
165938,30086_20190811183551.jpg,テックランド大阪りんくう,***8,和泉,30,ま,2019/8/11 18:35,2-1_all_corrected,49,39,221,117,270,156
165336,30169_20190811143226.jpg,イオン相模原ショッピングセンター,4313,相模,583,う,2019/8/11 14:31,2-1_all_corrected,98,70,170,91,268,161
164821,30144_20190811101354.jpg,イオン幕張,***1,千葉,304,み,2019/8/11 10:13,2-1_all_corrected,49,35,136,107,185,142
165907,30169_20190811182517.jpg,イオン相模原ショッピングセンター,1188,相模,354,て,2019/8/11 18:24,2-1_all_corrected,53,44,436,138,489,182
165900,30169_20190811182319.jpg,イオン相模原ショッピングセンター,**26,相模,533,の,2019/8/11 18:22,2-1_all_corrected,83,65,294,86,377,151
165952,30169_20190811184212.jpg,イオン相模原ショッピングセンター,1188,相模,354,て,2019/8/11 18:41,2-1_all_corrected,75,55,334,164,409,219
166176,30169_20190811203404.jpg,イオン相模原ショッピングセンター,*541,相模,580,み,2019/8/11 20:33,2-1_all_corrected,92,74,362,353,454,427
165390,30167_20190811145849.jpg,イオン東雲店,8529,品川,500,は,2019/8/11 14:58,2-1_all_corrected,77,56,162,230,239,286
166147,30167_20190811201515.jpg,イオン東雲店,6507,足立,301,る,2019/8/11 20:14,2-1_all_corrected,81,76,155,128,236,204
165964,30144_20190811184702.jpg,イオン幕張,*221,習志野,532,り,2019/8/11 18:46,2-1_all_corrected,58,42,187,151,245,193
165557,30144_20190811160641.jpg,イオン幕張,9705,千葉,301,は,2019/8/11 16:06,2-1_all_corrected,59,42,176,133,235,175
165765,30144_20190811173100.jpg,イオン幕張,*333,千葉,348,ね,2019/8/11 17:30,2-1_all_corrected,60,42,216,162,276,204
165133,30072_20190811130316.jpg,関西スーパー京阪大和田１F,*227,大阪,535,も,2019/8/11 13:02,2-1_all_corrected,72,57,300,125,372,182
165791,30052_20190811174208.jpg,西友市ヶ尾,4709,川崎,500,ひ,2019/8/11 17:41,2-1_all_corrected,79,51,303,274,382,325
166113,30079_20190811195458.jpg,ピットデザイン仙台卸町駅前駐車場,6071,仙台,580,ね,2019/8/11 19:54,2-1_all_corrected,57,43,377,216,434,259
165908,30045_20190811182525.jpg,マックスバリュー徳川明倫,2525,名古屋,31,そ,2019/8/11 18:24,2-1_all_corrected,63,61,39,272,102,333
165762,30169_20190811172919.jpg,イオン相模原ショッピングセンター,5195,相模,330,と,2019/8/11 17:28,2-1_all_corrected,79,58,309,107,388,165
165102,30039_20190811124745.jpg,イトーヨーカドー大井町,*812,品川,545,と,2019/8/11 12:47,2-1_all_corrected,68,70,46,255,114,325
165337,30090_20190811143310.jpg,イトーヨーカドー木場 西棟,*324,足立,337,ぬ,2019/8/11 14:32,2-1_all_corrected,69,59,332,251,401,310
165939,30167_20190811183558.jpg,イオン東雲店,4704,足立,481,り,2019/8/11 18:35,2-1_all_corrected,67,64,166,271,233,335
165308,30110_20190811142411.jpg,イオン金沢八景,4432,横浜,400,れ,2019/8/11 14:23,2-1_all_corrected,71,54,227,253,298,307
165621,30144_20190811163434.jpg,イオン幕張,*620,習志野,334,て,2019/8/11 16:33,2-1_all_corrected,83,60,243,316,326,376
166057,30144_20190811192138.jpg,イオン幕張,*615,千葉,342,は,2019/8/11 19:21,2-1_all_corrected,46,39,260,91,306,130
165425,30078_20190811151500.jpg,イオンスタイル仙台卸町店,3037,仙台,580,え,2019/8/11 15:14,2-1_all_corrected,69,59,166,142,235,201
165617,30110_20190811163127.jpg,イオン金沢八景,*815,横浜,538,は,2019/8/11 16:31,2-1_all_corrected,77,55,280,250,357,305
166200,30078_20190811204902.jpg,イオンスタイル仙台卸町店,1062,仙台,300,ろ,2019/8/11 20:48,2-1_all_corrected,103,72,259,371,362,443
164930,30001_20190811111147.jpg,関西スーパー高石駅前,6048,奈良,580,は,2019/8/11 11:11,2-1_all_corrected,78,60,309,153,387,213
165220,30144_20190811134400.jpg,イオン幕張,4654,滋賀,50,な,2019/8/11 13:43,2-1_all_corrected,48,42,78,163,126,205
165012,30078_20190811115751.jpg,イオンスタイル仙台卸町店,8700,岩手,301,そ,2019/8/11 11:57,2-1_all_corrected,58,37,269,47,327,84
165818,30078_20190811175249.jpg,イオンスタイル仙台卸町店,3893,秋田,300,ゆ,2019/8/11 17:52,2-1_all_corrected,57,47,345,94,402,141
165672,30144_20190811165538.jpg,イオン幕張,3929,習志野,502,そ,2019/8/11 16:55,2-1_all_corrected,71,54,156,168,227,222
165827,30091_20190811175539.jpg,イトーヨーカドー木場 立体,4491,足立,301,に,2019/8/11 17:55,2-1_all_corrected,46,35,308,93,354,128
165424,30078_20190811151434.jpg,イオンスタイル仙台卸町店,1635,仙台,580,か,2019/8/11 15:14,2-1_all_corrected,56,43,270,69,326,112
165888,30169_20190811182004.jpg,イオン相模原ショッピングセンター,1173,千葉,301,つ,2019/8/11 18:19,2-1_all_corrected,50,43,111,83,161,126
164996,30090_20190811115013.jpg,イトーヨーカドー木場 西棟,1539,足立,530,の,2019/8/11 11:49,2-1_all_corrected,79,57,332,305,411,362
166069,30078_20190811192821.jpg,イオンスタイル仙台卸町店,2031,仙台,330,て,2019/8/11 19:28,2-1_all_corrected,58,42,334,145,392,187
166264,30090_20190811215126.jpg,イトーヨーカドー木場 西棟,5315,浜松,581,ぬ,2019/8/11 21:51,2-1_all_corrected,53,41,213,196,266,237
166290,30167_20190811225230.jpg,イオン東雲店,8838,足立,383,な,2019/8/11 22:51,2-1_all_corrected,54,45,346,105,400,150
165049,30078_20190811122044.jpg,イオンスタイル仙台卸町店,4945,仙台,580,い,2019/8/11 12:20,2-1_all_corrected,71,57,211,117,282,174
166237,30144_20190811211530.jpg,イオン幕張,4875,大宮,530,つ,2019/8/11 19:51,2-1_all_corrected,81,54,207,319,288,373
165479,30060_20190811153444.jpg,関西スーパー小野原,1661,大阪,332,そ,2019/8/11 15:34,2-1_all_corrected,94,78,481,372,575,450
165819,30060_20190811175259.jpg,関西スーパー小野原,4333,大阪,302,ゆ,2019/8/11 17:52,2-1_all_corrected,69,71,509,302,578,373
165828,30070_20190811175543.jpg,カナートモール住道第一,***8,大阪,30,ほ,2019/8/11 17:55,2-1_all_corrected,54,41,366,142,420,183
165642,30144_20190811164344.jpg,イオン幕張,9698,千葉,301,の,2019/8/11 16:43,2-1_all_corrected,58,41,240,173,298,214
164176,30144_20190810185825.jpg,イオン幕張,5577,千葉,341,は,2019/8/10 18:57,2-1_all_corrected,77,56,171,236,248,292
163737,30144_20190810160748.jpg,イオン幕張,7359,千葉,503,た,2019/8/10 16:07,2-1_all_corrected,50,34,169,103,219,137
164149,30111_20190810184836.jpg,イオン稲毛,3507,千葉,502,わ,2019/8/10 18:48,2-1_all_corrected,48,37,123,113,171,150
163502,30110_20190810143745.jpg,イオン金沢八景,1717,横浜,571,ら,2019/8/10 14:37,2-1_all_corrected,66,54,216,80,282,134
164388,30110_20190810204210.jpg,イオン金沢八景,7871,横浜,304,な,2019/8/10 18:05,2-1_all_corrected,53,44,336,137,389,181
163965,30157_20190810173702.jpg,関西スーパー中央,8576,神戸,302,む,2019/8/10 17:36,2-1_all_corrected,64,56,88,386,152,442
163998,30167_20190810174517.jpg,イオン東雲店,4909,足立,500,え,2019/8/10 17:44,2-1_all_corrected,42,32,56,0,98,32
164381,30110_20190810203713.jpg,イオン金沢八景,2913,春日部,530,も,2019/8/10 17:46,2-1_all_corrected,70,55,177,166,247,221
163362,30144_20190810133740.jpg,イオン幕張,8173,熊谷,530,は,2019/8/10 13:37,2-1_all_corrected,80,60,262,294,342,354
163706,30078_20190810155401.jpg,イオンスタイル仙台卸町店,*311,八戸,530,め,2019/8/10 15:53,2-1_all_corrected,52,47,323,110,375,157
162875,30167_20190810103304.jpg,イオン東雲店,*226,品川,300,も,2019/8/10 10:31,2-1_all_corrected,74,52,267,238,341,290
163157,30110_20190810122600.jpg,イオン金沢八景,*134,横浜,584,ら,2019/8/10 12:25,2-1_all_corrected,70,57,273,253,343,310
164372,30110_20190810203325.jpg,イオン金沢八景,2408,横浜,331,り,2019/8/10 17:31,2-1_all_corrected,95,78,163,289,258,367
164140,30157_20190810184628.jpg,関西スーパー中央,9318,神戸,330,な,2019/8/10 18:46,2-1_all_corrected,52,44,217,247,269,291
163391,30110_20190810134618.jpg,イオン金沢八景,5835,横浜,303,ぬ,2019/8/10 13:45,2-1_all_corrected,54,39,104,119,158,158
162627,30045_20190810083140.jpg,マックスバリュー徳川明倫,**10,名古屋,31,ぬ,2019/8/10 8:31,2-1_all_corrected,70,57,201,144,271,201
163168,30110_20190810123056.jpg,イオン金沢八景,*296,横浜,504,と,2019/8/10 12:30,2-1_all_corrected,51,44,492,102,543,146
164319,30111_20190810200954.jpg,イオン稲毛,3366,千葉,330,わ,2019/8/10 20:09,2-1_all_corrected,54,44,160,128,214,172
163558,30110_20190810145553.jpg,イオン金沢八景,1257,横浜,531,や,2019/8/10 14:55,2-1_all_corrected,73,57,305,203,378,260
163103,30110_20190810120633.jpg,イオン金沢八景,6078,横浜,503,ほ,2019/8/10 12:06,2-1_all_corrected,60,42,107,80,167,122
162821,30001_20190810100427.jpg,関西スーパー高石駅前,1214,和泉,533,る,2019/8/10 10:04,2-1_all_corrected,95,67,352,225,447,292
163104,30039_20190810120634.jpg,イトーヨーカドー大井町,5777,品川,331,る,2019/8/10 12:06,2-1_all_corrected,70,64,152,167,222,231
164113,30014_20190810183550.jpg,フォルテ蘇我ベルク棟,***1,千葉,30,も,2019/8/10 18:35,2-1_all_corrected,50,44,162,46,212,90
163560,30169_20190810145715.jpg,イオン相模原ショッピングセンター,6000,相模,339,そ,2019/8/10 14:56,2-1_all_corrected,51,43,357,135,408,178
163931,30169_20190810171946.jpg,イオン相模原ショッピングセンター,*298,横浜,481,れ,2019/8/10 17:19,2-1_all_corrected,80,63,148,89,228,152
163569,30110_20190810145954.jpg,イオン金沢八景,6489,横浜,504,は,2019/8/10 14:59,2-1_all_corrected,53,44,178,135,231,179
163936,30111_20190810172211.jpg,イオン稲毛,8035,千葉,301,や,2019/8/10 17:21,2-1_all_corrected,68,54,236,177,304,231
163338,30110_20190810132808.jpg,イオン金沢八景,1717,横浜,564,ほ,2019/8/10 13:27,2-1_all_corrected,52,43,144,75,196,118
163135,30169_20190810121858.jpg,イオン相模原ショッピングセンター,8318,相模,330,に,2019/8/10 12:18,2-1_all_corrected,72,60,254,185,326,245
164387,30110_20190810204117.jpg,イオン金沢八景,6614,横浜,581,こ,2019/8/10 18:01,2-1_all_corrected,74,57,288,247,362,304
163156,30144_20190810122545.jpg,イオン幕張,9889,千葉,330,め,2019/8/10 12:25,2-1_all_corrected,53,38,178,107,231,145
163151,30110_20190810122317.jpg,イオン金沢八景,9190,横浜,504,ち,2019/8/10 12:22,2-1_all_corrected,51,46,131,240,182,286
164374,30110_20190810203430.jpg,イオン金沢八景,9102,名古屋,330,は,2019/8/10 17:35,2-1_all_corrected,53,43,364,109,417,152
163707,30110_20190810155412.jpg,イオン金沢八景,*232,長野,300,る,2019/8/10 15:53,2-1_all_corrected,92,79,159,216,251,295
164380,30072_20190810203616.jpg,関西スーパー京阪大和田１F,*313,大阪,342,め,2019/8/10 20:35,2-1_all_corrected,56,46,158,76,214,122
162874,30139_20190810103259.jpg,イオン板橋ショッピングセンター,***1,練馬,30,ね,2019/8/10 10:32,2-1_all_corrected,84,61,20,389,104,450
163167,30144_20190810123019.jpg,イオン幕張,9677,習志野,501,ぬ,2019/8/10 12:29,2-1_all_corrected,73,51,189,214,262,265
164389,30110_20190810204302.jpg,イオン金沢八景,*571,川崎,501,た,2019/8/10 18:08,2-1_all_corrected,58,44,173,89,231,133
163194,30144_20190810124326.jpg,イオン幕張,2705,横浜,502,わ,2019/8/10 12:43,2-1_all_corrected,93,64,241,342,334,406
163352,30144_20190810133319.jpg,イオン幕張,*609,千葉,531,め,2019/8/10 13:32,2-1_all_corrected,53,35,139,88,192,123
163997,30167_20190810174511.jpg,イオン東雲店,4909,足立,500,え,2019/8/10 17:44,2-1_all_corrected,49,38,317,155,366,193
163399,30062_20190810135058.jpg,ミスミモール,1010,神戸,31,ゆ,2019/8/10 13:49,2-1_all_corrected,52,42,339,128,391,170
163709,30110_20190810155629.jpg,イオン金沢八景,*311,横浜,580,に,2019/8/10 15:56,2-1_all_corrected,69,60,410,270,479,330
162811,30044_20190810095809.jpg,ココス横浜港南台,3221,横浜,800,ち,2019/8/10 9:57,2-1_all_corrected,102,76,0,0,102,76
163796,30110_20190810162925.jpg,イオン金沢八景,8301,横浜,580,め,2019/8/10 16:28,2-1_all_corrected,53,44,121,159,174,203
163134,30110_20190810121835.jpg,イオン金沢八景,1210,横浜,347,み,2019/8/10 12:18,2-1_all_corrected,69,60,235,174,304,234
164123,30111_20190810183852.jpg,イオン稲毛,1211,千葉,348,そ,2019/8/10 18:38,2-1_all_corrected,78,59,301,199,379,258
163133,30110_20190810121801.jpg,イオン金沢八景,1210,横浜,347,み,2019/8/10 12:17,2-1_all_corrected,72,86,2,313,74,399
163308,30110_20190810131920.jpg,イオン金沢八景,**11,横浜,566,て,2019/8/10 13:18,2-1_all_corrected,51,41,144,51,195,92
163798,30045_20190810163025.jpg,マックスバリュー徳川明倫,**10,名古屋,31,り,2019/8/10 16:30,2-1_all_corrected,46,35,345,102,391,137
163102,30144_20190810120619.jpg,イオン幕張,4974,千葉,300,の,2019/8/10 12:05,2-1_all_corrected,58,43,152,167,210,210
163330,30110_20190810132535.jpg,イオン金沢八景,1031,横浜,585,む,2019/8/10 13:25,2-1_all_corrected,47,44,544,93,591,137
162952,30110_20190810110214.jpg,イオン金沢八景,2200,横浜,338,は,2019/8/10 11:01,2-1_all_corrected,53,38,149,54,202,92
163874,30111_20190810165936.jpg,イオン稲毛,1563,仙台,300,ひ,2019/8/10 16:59,2-1_all_corrected,57,42,381,106,438,148
163889,30057_20190810170639.jpg,ライフ東府中,***5,多摩,30,せ,2019/8/10 17:06,2-1_all_corrected,66,56,416,258,482,314
164056,30167_20190810181221.jpg,イオン東雲店,1785,習志野,501,ら,2019/8/10 18:11,2-1_all_corrected,80,66,112,223,192,289
164432,30001_20190810210444.jpg,関西スーパー高石駅前,1173,堺,331,す,2019/8/10 21:04,2-1_all_corrected,58,44,499,72,557,116
163610,30169_20190810151555.jpg,イオン相模原ショッピングセンター,2374,相模,580,は,2019/8/10 15:15,2-1_all_corrected,89,75,215,169,304,244
163046,30111_20190810114025.jpg,イオン稲毛,**58,千葉,500,た,2019/8/10 11:39,2-1_all_corrected,44,35,78,84,122,119
163280,30169_20190810131231.jpg,イオン相模原ショッピングセンター,1025,多摩,347,せ,2019/8/10 13:11,2-1_all_corrected,69,60,211,127,280,187
164208,30111_20190810191210.jpg,イオン稲毛,1213,千葉,541,ひ,2019/8/10 19:11,2-1_all_corrected,57,45,303,157,360,202
163482,30110_20190810142631.jpg,イオン金沢八景,2816,横浜,302,ほ,2019/8/10 14:26,2-1_all_corrected,47,40,99,94,146,134
163471,30167_20190810142023.jpg,イオン東雲店,3759,品川,580,う,2019/8/10 14:19,2-1_all_corrected,55,43,275,186,330,229
164239,30041_20190810192509.jpg,ライフ宮内,2659,川崎,480,か,2019/8/10 19:24,2-1_all_corrected,193,118,1130,617,1323,735
163820,30144_20190810163618.jpg,イオン幕張,4170,千葉,330,と,2019/8/10 16:35,2-1_all_corrected,87,61,246,340,333,401
163023,30001_20190810112916.jpg,関西スーパー高石駅前,3779,和泉,580,や,2019/8/10 11:28,2-1_all_corrected,103,76,288,283,391,359
163229,30110_20190810125949.jpg,イオン金沢八景,1110,横浜,547,と,2019/8/10 12:59,2-1_all_corrected,45,40,524,103,569,143
163672,30111_20190810154247.jpg,イオン稲毛,**78,千葉,344,そ,2019/8/10 15:42,2-1_all_corrected,57,44,299,170,356,214
163275,30110_20190810131056.jpg,イオン金沢八景,8695,横浜,503,み,2019/8/10 13:10,2-1_all_corrected,83,62,332,188,415,250
163040,30110_20190810113812.jpg,イオン金沢八景,*318,横浜,349,ら,2019/8/10 11:37,2-1_all_corrected,69,59,123,197,192,256
163272,30110_20190810130951.jpg,イオン金沢八景,9876,横浜,303,た,2019/8/10 13:09,2-1_all_corrected,68,52,121,79,189,131
164433,30110_20190810210504.jpg,イオン金沢八景,1123,横浜,592,て,2019/8/10 19:42,2-1_all_corrected,51,42,371,45,422,87
163616,30066_20190810151825.jpg,ジョーシン和泉中央,**33,和泉,31,さ,2019/8/10 15:17,2-1_all_corrected,69,54,214,192,283,246
162991,30110_20190810111813.jpg,イオン金沢八景,1100,横浜,358,つ,2019/8/10 11:17,2-1_all_corrected,51,41,268,99,319,140
163620,30167_20190810152132.jpg,イオン東雲店,8668,多摩,501,わ,2019/8/10 15:20,2-1_all_corrected,97,52,126,397,223,449
163881,30072_20190810170142.jpg,関西スーパー京阪大和田１F,8675,大阪,581,あ,2019/8/10 17:01,2-1_all_corrected,86,66,469,160,555,226
163243,30110_20190810130249.jpg,イオン金沢八景,3460,品川,302,ひ,2019/8/10 13:02,2-1_all_corrected,111,88,339,308,450,396
163071,30110_20190810115141.jpg,イオン金沢八景,*115,横浜,374,ぬ,2019/8/10 11:51,2-1_all_corrected,41,31,339,65,380,96
163415,30111_20190810135706.jpg,イオン稲毛,8008,千葉,558,す,2019/8/10 13:56,2-1_all_corrected,70,58,295,192,365,250
163627,30072_20190810152353.jpg,関西スーパー京阪大和田１F,7722,なにわ,830,あ,2019/8/10 15:23,2-1_all_corrected,77,64,97,153,174,217
163228,30110_20190810125941.jpg,イオン金沢八景,2210,横浜,331,と,2019/8/10 12:59,2-1_all_corrected,68,54,155,103,223,157
163673,30110_20190810154315.jpg,イオン金沢八景,*357,横浜,341,む,2019/8/10 15:42,2-1_all_corrected,67,54,441,194,508,248
163821,30144_20190810163638.jpg,イオン幕張,7299,千葉,502,と,2019/8/10 16:36,2-1_all_corrected,86,61,274,319,360,380
163674,30110_20190810154339.jpg,イオン金沢八景,*357,横浜,341,む,2019/8/10 15:43,2-1_all_corrected,48,32,143,92,191,124
163689,30072_20190810154935.jpg,関西スーパー京阪大和田１F,4559,大阪,583,か,2019/8/10 15:49,2-1_all_corrected,70,59,232,99,302,158
164467,30169_20190810211658.jpg,イオン相模原ショッピングセンター,7546,多摩,301,は,2019/8/10 21:16,2-1_all_corrected,84,83,502,352,586,435
162936,30045_20190810105830.jpg,マックスバリュー徳川明倫,*358,名古屋,32,と,2019/8/10 10:57,2-1_all_corrected,70,52,193,179,263,231
162797,30091_20190810095236.jpg,イトーヨーカドー木場 立体,7000,会津,330,の,2019/8/10 9:52,2-1_all_corrected,53,46,275,38,328,84
163013,30072_20190810112549.jpg,関西スーパー京阪大和田１F,2525,大阪,718,と,2019/8/10 11:25,2-1_all_corrected,98,78,63,372,161,450
163221,30110_20190810125654.jpg,イオン金沢八景,6591,横浜,580,ひ,2019/8/10 12:56,2-1_all_corrected,57,45,437,141,494,186
164214,30045_20190810191354.jpg,マックスバリュー徳川明倫,*358,名古屋,32,つ,2019/8/10 19:13,2-1_all_corrected,71,51,198,180,269,231
163031,30110_20190810113500.jpg,イオン金沢八景,**21,横浜,545,す,2019/8/10 11:34,2-1_all_corrected,48,37,286,105,334,142
163667,30110_20190810154029.jpg,イオン金沢八景,9289,横浜,503,む,2019/8/10 15:40,2-1_all_corrected,83,61,308,188,391,249
163660,30111_20190810153706.jpg,イオン稲毛,*510,千葉,540,ぬ,2019/8/10 15:36,2-1_all_corrected,70,55,285,208,355,263
163669,30110_20190810154159.jpg,イオン金沢八景,3283,横浜,304,ゆ,2019/8/10 15:41,2-1_all_corrected,54,43,462,206,516,249
164028,30167_20190810175757.jpg,イオン東雲店,4983,足立,480,れ,2019/8/10 17:56,2-1_all_corrected,57,45,234,210,291,255
163463,30045_20190810141709.jpg,マックスバリュー徳川明倫,*358,名古屋,32,さ,2019/8/10 14:16,2-1_all_corrected,73,54,209,163,282,217
162783,30072_20190810094354.jpg,関西スーパー京阪大和田１F,1001,大阪,599,か,2019/8/10 9:43,2-1_all_corrected,38,29,133,7,171,36
162922,30111_20190810105434.jpg,イオン稲毛,3758,千葉,301,て,2019/8/10 10:54,2-1_all_corrected,38,33,83,71,121,104
163804,30144_20190810163138.jpg,イオン幕張,1106,春日部,301,み,2019/8/10 16:31,2-1_all_corrected,58,44,156,140,214,184
163850,30111_20190810164724.jpg,イオン稲毛,9327,千葉,503,せ,2019/8/10 16:46,2-1_all_corrected,51,42,206,127,257,169
162949,30001_20190810110154.jpg,関西スーパー高石駅前,9268,和泉,581,き,2019/8/10 11:01,2-1_all_corrected,72,59,452,82,524,141
163261,30110_20190810130805.jpg,イオン金沢八景,*845,横浜,531,そ,2019/8/10 13:07,2-1_all_corrected,67,52,139,96,206,148
164043,30144_20190810180642.jpg,イオン幕張,1003,千葉,337,な,2019/8/10 18:06,2-1_all_corrected,88,60,197,275,285,335
163430,30144_20190810140501.jpg,イオン幕張,1820,千葉,581,え,2019/8/10 14:04,2-1_all_corrected,82,61,309,322,391,383
163292,30110_20190810131549.jpg,イオン金沢八景,**15,横浜,369,ほ,2019/8/10 13:15,2-1_all_corrected,129,108,471,342,600,450
163406,30110_20190810135333.jpg,イオン金沢八景,8808,横浜,533,ら,2019/8/10 13:53,2-1_all_corrected,88,64,362,221,450,285
163634,30110_20190810152623.jpg,イオン金沢八景,**27,横浜,304,み,2019/8/10 15:25,2-1_all_corrected,85,69,217,178,302,247
163257,30110_20190810130712.jpg,イオン金沢八景,9000,横浜,371,ら,2019/8/10 13:06,2-1_all_corrected,47,41,75,110,122,151
164416,30110_20190810205914.jpg,イオン金沢八景,2048,横浜,504,そ,2019/8/10 19:17,2-1_all_corrected,72,62,191,213,263,275
164011,30072_20190810175055.jpg,関西スーパー京阪大和田１F,1307,大阪,530,め,2019/8/10 17:50,2-1_all_corrected,57,46,361,85,418,131
163234,30110_20190810130049.jpg,イオン金沢八景,*801,横浜,541,せ,2019/8/10 13:00,2-1_all_corrected,51,43,438,113,489,156
163496,30110_20190810143212.jpg,イオン金沢八景,8733,横浜,303,ら,2019/8/10 14:31,2-1_all_corrected,52,35,360,77,412,112
163039,30110_20190810113729.jpg,イオン金沢八景,4323,横浜,503,は,2019/8/10 11:36,2-1_all_corrected,56,41,293,157,349,198
163805,30111_20190810163141.jpg,イオン稲毛,2632,千葉,583,い,2019/8/10 16:31,2-1_all_corrected,71,58,186,192,257,250
163233,30110_20190810130024.jpg,イオン金沢八景,1014,横浜,343,ね,2019/8/10 12:59,2-1_all_corrected,87,71,297,249,384,320
163465,30110_20190810141824.jpg,イオン金沢八景,7777,横浜,338,み,2019/8/10 14:17,2-1_all_corrected,72,57,139,79,211,136
163668,30111_20190810154149.jpg,イオン稲毛,5537,野田,501,な,2019/8/10 15:41,2-1_all_corrected,46,38,233,131,279,169
164029,30073_20190810175839.jpg,関西スーパー京阪大和田２F,**55,大阪,31,ち,2019/8/10 17:58,2-1_all_corrected,80,67,452,136,532,203
163695,30110_20190810155107.jpg,イオン金沢八景,*617,横浜,541,ろ,2019/8/10 15:50,2-1_all_corrected,81,66,302,256,383,322
163453,30078_20190810141314.jpg,イオンスタイル仙台卸町店,1120,仙台,332,ゆ,2019/8/10 14:12,2-1_all_corrected,89,63,344,269,433,332
164020,30062_20190810175614.jpg,ミスミモール,1188,神戸,31,さ,2019/8/10 17:55,2-1_all_corrected,66,61,189,165,255,226
163666,30110_20190810153924.jpg,イオン金沢八景,4846,野田,330,す,2019/8/10 15:38,2-1_all_corrected,45,35,245,67,290,102
163454,30110_20190810141350.jpg,イオン金沢八景,1117,横浜,373,な,2019/8/10 14:13,2-1_all_corrected,75,57,187,212,262,269
164073,30111_20190810181822.jpg,イオン稲毛,7183,千葉,330,の,2019/8/10 18:17,2-1_all_corrected,58,45,344,155,402,200
163256,30110_20190810130649.jpg,イオン金沢八景,1152,横浜,480,つ,2019/8/10 13:06,2-1_all_corrected,95,64,261,386,356,450
163090,30072_20190810115952.jpg,関西スーパー京阪大和田１F,2556,大阪,583,く,2019/8/10 11:58,2-1_all_corrected,105,88,21,351,126,439
162979,30110_20190810111233.jpg,イオン金沢八景,6541,横浜,330,ほ,2019/8/10 11:12,2-1_all_corrected,72,57,245,194,317,251
164410,30110_20190810205642.jpg,イオン金沢八景,*212,横浜,539,み,2019/8/10 19:06,2-1_all_corrected,71,52,350,144,421,196
163407,30110_20190810135344.jpg,イオン金沢八景,4153,横浜,504,と,2019/8/10 13:53,2-1_all_corrected,54,44,175,89,229,133
163251,30110_20190810130439.jpg,イオン金沢八景,***7,横浜,534,に,2019/8/10 13:04,2-1_all_corrected,84,64,328,235,412,299
163856,30167_20190810164950.jpg,イオン東雲店,4704,足立,481,り,2019/8/10 16:48,2-1_all_corrected,38,38,337,116,375,154
164270,30144_20190810194510.jpg,イオン幕張,*623,野田,334,た,2019/8/10 19:44,2-1_all_corrected,72,50,244,195,316,245
164042,30111_20190810180606.jpg,イオン稲毛,3126,千葉,530,ら,2019/8/10 18:05,2-1_all_corrected,54,43,195,126,249,169
163431,30144_20190810140506.jpg,イオン幕張,5625,千葉,331,そ,2019/8/10 14:04,2-1_all_corrected,53,40,118,117,171,157
163409,30110_20190810135513.jpg,イオン金沢八景,*615,横浜,349,に,2019/8/10 13:54,2-1_all_corrected,80,61,383,198,463,259
162624,30072_20190810082537.jpg,関西スーパー京阪大和田１F,*762,京都,800,せ,2019/8/10 8:25,2-1_all_corrected,78,60,229,279,307,339
163294,30110_20190810131611.jpg,イオン金沢八景,7640,横浜,330,と,2019/8/10 13:15,2-1_all_corrected,80,61,370,238,450,299
164305,30169_20190810200330.jpg,イオン相模原ショッピングセンター,1212,多摩,561,て,2019/8/10 20:02,2-1_all_corrected,89,72,343,306,432,378
162805,30006_20190810095634.jpg,スギ薬局南千里,4333,大阪,330,と,2019/8/10 9:56,2-1_all_corrected,131,123,6,157,137,280
163543,30066_20190810145053.jpg,ジョーシン和泉中央,**22,名古屋,31,ほ,2019/8/10 14:50,2-1_all_corrected,71,58,193,215,264,273
163118,30111_20190810121209.jpg,イオン稲毛,**88,千葉,434,に,2019/8/10 12:11,2-1_all_corrected,72,57,371,247,443,304
163323,30110_20190810132218.jpg,イオン金沢八景,6271,横浜,330,ほ,2019/8/10 13:21,2-1_all_corrected,70,52,215,81,285,133
162661,30090_20190810090754.jpg,イトーヨーカドー木場 西棟,9316,品川,533,わ,2019/8/10 9:07,2-1_all_corrected,80,56,411,303,491,359
163778,30072_20190810162328.jpg,関西スーパー京阪大和田１F,7791,大阪,302,ら,2019/8/10 16:22,2-1_all_corrected,50,36,398,17,448,53
163572,30110_20190810150053.jpg,イオン金沢八景,7375,横浜,331,な,2019/8/10 15:00,2-1_all_corrected,56,44,359,117,415,161
163129,30072_20190810121718.jpg,関西スーパー京阪大和田１F,2070,大阪,480,ぬ,2019/8/10 12:16,2-1_all_corrected,70,61,0,228,70,289
163189,30110_20190810124126.jpg,イオン金沢八景,1234,横浜,586,き,2019/8/10 12:40,2-1_all_corrected,70,51,329,155,399,206
164393,30168_20190810204503.jpg,イオン東雲店（屋上）,**33,足立,321,つ,2019/8/10 20:44,2-1_all_corrected,88,77,430,222,518,299
